bldg_id,in.sqft,in.area_median_income,in.battery,in.bedrooms,in.ceiling_fan,in.clothes_dryer,in.clothes_dryer_usage_level,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.cooking_range,in.cooking_range_usage_level,in.cooling_setpoint,in.cooling_setpoint_has_offset,in.cooling_setpoint_offset_magnitude,in.cooling_setpoint_offset_period,in.corridor,in.dishwasher,in.dishwasher_usage_level,in.door_area,in.duct_leakage_and_insulation,in.duct_location,in.federal_poverty_level,in.geometry_attic_type,in.geometry_building_horizontal_location_mf,in.geometry_building_horizontal_location_sfa,in.geometry_building_level_mf,in.geometry_building_number_units_mf,in.geometry_building_number_units_sfa,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_foundation_type,in.geometry_garage,in.geometry_stories,in.geometry_stories_low_rise,in.geometry_story_bin,in.geometry_wall_exterior_finish,in.geometry_wall_type,in.has_pv,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.holiday_lighting,in.hot_water_distribution,in.hot_water_fixtures,in.household_has_tribal_persons,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_has_ducts,in.hvac_has_shared_system,in.hvac_has_zonal_electric_heating,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_shared_efficiencies,in.income_recs_2020,in.infiltration,in.insulation_ceiling,in.insulation_floor,in.insulation_foundation_wall,in.insulation_rim_joist,in.insulation_roof,in.insulation_slab,in.insulation_wall,in.interior_shading,in.lighting,in.lighting_interior_use,in.lighting_other_use,in.mechanical_ventilation,in.misc_extra_refrigerator,in.misc_freezer,in.misc_gas_fireplace,in.misc_gas_grill,in.misc_gas_lighting,in.misc_hot_tub_spa,in.misc_pool,in.misc_pool_heater,in.misc_pool_pump,in.misc_well_pump,in.natural_ventilation,in.neighbors,in.occupants,in.orientation,in.overhangs,in.plug_load_diversity,in.plug_loads,in.pv_orientation,in.pv_system_size,in.radiant_barrier,in.refrigerator,in.refrigerator_usage_level,in.roof_material,in.solar_hot_water,in.tenure,in.usage_level,in.vacancy_status,in.vintage,in.vintage_acs,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.window_areas,in.windows,in.representative_income,out.site_energy.total.energy_consumption.kwh
423932,881,60-80%,,2,,Gas,100% Usage,EnergyStar,Yes,100% Usage,Electric Resistance,100% Usage,70F,Yes,2F,Night Setup +1h,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,,,300-400%,Unvented Attic,,,,,,Single-Family Detached,750-999,0-1499,Vented Crawlspace,1 Car,2,2,<8,"Vinyl, Light",Brick,No,Fuel Oil,70F,Yes,3F,Night -2h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",60% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Fuel Oil Fuel Wall/Floor Furnace,,20000-39999,15 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 19.9,"EF 12, National Average",,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,South,,1.0,1.01,,,No,EF 19.9,100% Usage,Composition Shingles,,Owner,Medium,Occupied,1940s,1940-59,Fuel Oil Premium,Fuel Oil,Yes,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",38588,41545.7549076142
423977,634,Not Available,,1,"Standard Efficiency, No usage",Electric,100% Usage,EnergyStar,Yes,100% Usage,Electric Resistance,100% Usage,78F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"30% Leakage to Outside, R-4",Attic,Not Available,Vented Attic,,,,,,Single-Family Detached,500-749,0-1499,Slab,,1,1,<8,"Vinyl, Light",Wood Frame,No,Propane,55F,Yes,3F,Night +1h,No Exterior Use,Uninsulated,100% Usage,Not Available,"AC, SEER 13",60% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,Not Available,15 ACH50,R-13,,,,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,Gas Fireplace,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,Northwest,,1.0,1.01,,,No,EF 17.6,100% Usage,Composition Shingles,,Not Available,Medium,Vacant,1970s,1960-79,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",0,8887.38020297264
425234,2678,80-100%,,4,Standard Efficiency,Electric,80% Usage,EnergyStar,Yes,80% Usage,Propane,80% Usage,72F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,200-300%,Vented Attic,,,,,,Single-Family Detached,2500-2999,2500-3999,Heated Basement,2 Car,3,3,<8,"Vinyl, Light",Wood Frame,No,Fuel Oil,70F,Yes,6F,Night -2h,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,60000-99999,10 ACH50,R-30,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 17.6,"EF 12, National Average",,,Gas Lighting,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,6,West,,0.5,1.01,,,No,EF 17.6,95% Usage,"Asphalt Shingles, Medium",,Owner,Low,Occupied,1990s,1980-99,Fuel Oil Premium,Fuel Oil,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air, Exterior Clear Storm",89311,40892.4994922003
426211,3310,60-80%,,4,Standard Efficiency,Electric,100% Usage,Standard,Yes,100% Usage,Electric Resistance,100% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, R-4",Attic,200-300%,Vented Attic,,,,,,Single-Family Detached,3000-3999,2500-3999,Slab,2 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,40000-59999,7 ACH50,R-38,,,,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Northwest,,1.0,1.01,,,No,EF 15.9,100% Usage,"Asphalt Shingles, Medium",,Owner,Medium,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Double, Clear, Metal, Air",42426,57903.8097603469
426971,634,Not Available,,2,,Electric,100% Usage,EnergyStar,Yes,100% Usage,Electric Resistance,100% Usage,65F,No,0F,,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,Not Available,Finished Attic or Cathedral Ceilings,,,,,,Single-Family Detached,500-749,0-1499,Slab,,3,3,<8,"Shingle, Composition, Medium",Wood Frame,No,Propane,55F,No,0F,,No Exterior Use,Uninsulated,100% Usage,Not Available,"Room AC, EER 12.0",60% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,Not Available,7 ACH50,,,,,"Finished, R-7",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 17.6,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,East,,1.0,1.01,,,No,EF 17.6,100% Usage,Composition Shingles,,Not Available,Medium,Vacant,1960s,1960-79,Propane Premium,Propane,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",0,10933.3093438449
427198,5587,30-60%,,5,Standard Efficiency,Propane,100% Usage,Standard,Yes,100% Usage,Electric Resistance,100% Usage,72F,No,0F,,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,150-200%,,,,,,,Single-Family Detached,4000+,4000+,Unheated Basement,,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Fuel Oil,70F,Yes,3F,Night +2h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 12.0",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,20000-39999,8 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Northeast,,1.0,1.01,,,No,EF 19.9,100% Usage,Composition Shingles,,Owner,Medium,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F6 B6 L6 R6,"Double, Clear, Non-metal, Air",31921,109283.271356519
427357,1678,120-150%,,3,,Gas,80% Usage,Standard,Yes,80% Usage,Gas,80% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,400%+,Vented Attic,,Middle,,,50.0,Single-Family Attached,1500-1999,1500-2499,Heated Basement,,2,2,<8,,Brick,No,Natural Gas,75F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,60000-99999,10 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Brick, 12-in, 3-wythe, R-11","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,EF 17.6,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",4,2,Northeast,,0.5,1.08,,,No,EF 19.9,95% Usage,"Tile, Clay or Ceramic",,Renter,Low,Occupied,2000s,2000-09,Natural Gas Standard,Natural Gas,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",89096,30911.3780553449
428121,854,0-30%,,3,,Electric,120% Usage,EnergyStar,Yes,120% Usage,Electric Resistance,120% Usage,72F,No,0F,,Double-Loaded Interior,,120% Usage,20 ft^2,,,0-100%,,Not Applicable,,Top,2.0,,Multi-Family with 2 - 4 Units,750-999,0-1499,Unheated Basement,,2,2,<8,"Vinyl, Light",Wood Frame,No,Electricity,70F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,No,,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,<20000,20 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",7,4,South,,2.0,1.19,,,,EF 17.6,105% Usage,Wood Shingles,,Renter,High,Occupied,<1940,<1940,Electric Standard,Electricity,No,F9 B9 L9 R9,"Single, Clear, Non-metal",4219,29791.2604251467
428639,623,0-30%,,1,Standard Efficiency,,80% Usage,,,80% Usage,Gas,80% Usage,78F,No,0F,,Double-Loaded Interior,,80% Usage,20 ft^2,,,0-100%,,Not Applicable,,Bottom,3.0,,Multi-Family with 2 - 4 Units,500-749,0-1499,Unheated Basement,,3,3,<8,"Brick, Medium/Dark",Wood Frame,No,Natural Gas,68F,Yes,3F,Night -4h,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 12.0",40% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,<20000,40 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",12,2,South,,0.5,1.19,,,,EF 17.6,95% Usage,Wood Shingles,,Renter,Low,Occupied,<1940,<1940,Natural Gas Premium,Natural Gas,Yes,F15 B15 L15 R15,"Single, Clear, Non-metal",4187,34455.4865069376
430631,1698,100-120%,,3,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Propane,100% Usage,65F,No,0F,,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Crawlspace,400%+,Vented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Vented Crawlspace,,1,1,<8,"Shingle, Composition, Medium",Wood Frame,No,Fuel Oil,60F,Yes,6F,Day and Night,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 13",60% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,60000-99999,15 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,EF 17.6,,,Gas Grill,,,Has Pool,Electricity,1.0 HP Pump,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,North,,1.0,1.01,,,No,EF 10.5,100% Usage,Composition Shingles,,Owner,Medium,Occupied,1950s,1940-59,FIXME Fuel Oil Indirect,Fuel Oil,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",68718,40767.0650741666
430938,623,60-80%,,1,Standard Efficiency,Electric,80% Usage,Standard,Yes,80% Usage,Gas,80% Usage,65F,No,0F,,Double-Loaded Interior,,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,300-400%,,Not Applicable,,Top,2.0,,Multi-Family with 2 - 4 Units,500-749,0-1499,Unheated Basement,,2,2,<8,,Brick,No,Electricity,72F,Yes,3F,Night -5h,No Exterior Use,Uninsulated,50% Usage,No,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,Yes,,No,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Electricity ASHP,,40000-59999,40 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,1,Northwest,,0.5,1.19,,,,EF 19.9,95% Usage,Composition Shingles,,Renter,Low,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,Yes,F18 B18 L18 R18,"Double, Clear, Metal, Air",42184,16053.2609397536
431482,2678,Not Available,,4,,Electric,100% Usage,Standard,Yes,100% Usage,Propane,100% Usage,72F,No,0F,,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,"10% Leakage to Outside, R-6",Unheated Basement,Not Available,,,,,,,Single-Family Detached,2500-2999,2500-3999,Unheated Basement,2 Car,2,2,<8,"Brick, Medium/Dark",Wood Frame,No,Propane,55F,No,0F,,No Exterior Use,Uninsulated,100% Usage,Not Available,,,,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,Not Available,10 ACH50,,Ceiling R-19,Uninsulated,Uninsulated,"Finished, R-30",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 21.9,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,South,,1.0,1.01,,,No,EF 17.6,100% Usage,Composition Shingles,,Not Available,Medium,Vacant,2010s,2010s,Electric Standard,Electricity,Yes,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain",0,16518.9508702573
433185,854,60-80%,,1,Standard Efficiency,,100% Usage,,,100% Usage,Electric Induction,100% Usage,60F,No,0F,,Double-Loaded Interior,318 Rated kWh,100% Usage,20 ft^2,,,300-400%,,Right,,Bottom,10.0,,Multi-Family with 5+ Units,750-999,0-1499,Unheated Basement,,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Electricity,70F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",40% Conditioned,Room AC,No,Heating Only,No,Shared Heating,Non-Ducted Heating,Electricity Shared Heating,"Boiler Baseboards Heating Only, Electricity",40000-59999,7 ACH50,,Ceiling R-19,Uninsulated,Uninsulated,"Finished, R-19",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",12,1,North,,1.0,0.89,,,,EF 19.9,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,2000s,2000-09,Electric Standard,Electricity,No,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",42184,7868.07902091365
435233,881,80-100%,,2,Standard Efficiency,Electric,80% Usage,EnergyStar,Yes,80% Usage,Gas,80% Usage,70F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,400%+,Vented Attic,,,,,,Single-Family Detached,750-999,0-1499,Heated Basement,1 Car,1,1,<8,"Stucco, Light",Wood Frame,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,,,,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,40000-59999,25 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,South,,0.5,1.01,,,No,EF 19.9,95% Usage,Composition Shingles,,Owner,Low,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F12 B12 L12 R12,"Single, Clear, Non-metal, Exterior Clear Storm",54023,26654.5207610934
437111,1228,120-150%,,3,,Propane,100% Usage,Standard,Yes,100% Usage,Electric Resistance,100% Usage,72F,No,0F,,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,400%+,Vented Attic,,,,,,Single-Family Detached,1000-1499,0-1499,Heated Basement,1 Car,1,1,<8,"Brick, Medium/Dark",Wood Frame,No,Propane,70F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 10",80% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,60000-99999,7 ACH50,R-30,Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 21.9,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,South,,1.0,1.01,,,No,EF 19.9,100% Usage,Wood Shingles,,Owner,Medium,Occupied,1990s,1980-99,Electric Standard,Electricity,Yes,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",74877,23110.7053805709
437117,623,0-30%,,1,Standard Efficiency,,100% Usage,,,100% Usage,Electric Resistance,100% Usage,65F,No,0F,,Double-Loaded Interior,,100% Usage,20 ft^2,,,150-200%,,Middle,,Bottom,10.0,,Multi-Family with 5+ Units,500-749,0-1499,Vented Crawlspace,,3,3,<8,,Brick,No,Electricity,65F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",40% Conditioned,Room AC,No,,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,<20000,30 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",27,1,Southwest,,1.0,0.89,,,,EF 17.6,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,1950s,1940-59,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Metal, Air",19323,11192.0910988069
437744,854,80-100%,,1,Standard Efficiency,,100% Usage,,,100% Usage,Electric Resistance,100% Usage,70F,No,0F,,Double-Loaded Interior,318 Rated kWh,100% Usage,20 ft^2,,,400%+,,Not Applicable,,Top,2.0,,Multi-Family with 2 - 4 Units,750-999,0-1499,Slab,,2,2,<8,,Brick,No,Propane,67F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 12.0",40% Conditioned,Room AC,No,Heating Only,No,Shared Heating,Non-Ducted Heating,Propane Shared Heating,"Boiler Baseboards Heating Only, Fuel",60000-99999,20 ACH50,,,,,"Finished, R-49",Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",12,2,East,,1.0,1.19,,,,EF 17.6,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,1950s,1940-59,Propane Standard,Propane,Yes,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain",68718,23350.1444449016
437753,1228,30-60%,,3,Standard Efficiency,Electric,100% Usage,Standard,Yes,100% Usage,Electric Resistance,100% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,100-150%,,,,,,,Mobile Home,1000-1499,0-1499,Ambient,,1,1,<8,"Vinyl, Light",Wood Frame,No,Fuel Oil,68F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,20000-39999,10 ACH50,,Ceiling R-13,,,"Finished, R-30",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,East,,1.0,0.97,,,No,EF 19.9,100% Usage,"Metal, Dark",,Owner,Medium,Occupied,1980s,1980-99,Electric Standard,Electricity,Yes,F15 B15 L15 R15,"Single, Clear, Metal",22473,28542.1915240727
438346,881,150%+,,2,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Gas,100% Usage,72F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,400%+,,,,,,,Mobile Home,750-999,0-1499,Ambient,,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,68F,Yes,3F,Night +3h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,100000-149999,20 ACH50,,Ceiling R-13,,,"Finished, R-49",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 17.6,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Northwest,,1.0,0.97,,,No,EF 19.9,100% Usage,Composition Shingles,,Owner,Medium,Occupied,1990s,1980-99,Electric Premium,Electricity,Yes,F18 B18 L18 R18,"Double, Clear, Non-metal, Air, Exterior Clear Storm",108692,19864.6502073433
438421,2179,150%+,,5,,Electric,100% Usage,EnergyStar,Yes,100% Usage,Propane,100% Usage,62F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,,,400%+,Vented Attic,,,,,,Single-Family Detached,2000-2499,1500-2499,Unheated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Other Fuel,70F,Yes,3F,Night +3h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,150000+,15 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,Southeast,,1.0,1.01,,,No,EF 17.6,100% Usage,Wood Shingles,,Owner,Medium,Occupied,<1940,<1940,Fuel Oil Premium,Fuel Oil,Yes,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",267342,12015.9138770611
438492,1228,30-60%,,3,Standard Efficiency,Electric,120% Usage,EnergyStar,Yes,120% Usage,Electric Resistance,120% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,120% Usage,20 ft^2,"10% Leakage to Outside, Uninsulated",Crawlspace,150-200%,,,,,,,Single-Family Detached,1000-1499,0-1499,Vented Crawlspace,1 Car,1,1,<8,"Brick, Medium/Dark",Wood Frame,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,,,,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,20000-39999,25 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,North,,2.0,1.01,,,No,EF 19.9,105% Usage,Composition Shingles,,Owner,High,Occupied,1950s,1940-59,Natural Gas Standard,Natural Gas,Yes,F6 B6 L6 R6,"Double, Clear, Non-metal, Air",22223,42429.6572552536
439040,881,80-100%,,1,,Electric,80% Usage,Standard,Yes,80% Usage,Gas,80% Usage,70F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"10% Leakage to Outside, Uninsulated",Unheated Basement,300-400%,Unvented Attic,,,,,,Single-Family Detached,750-999,0-1499,Unheated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,70F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 9.8",40% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,40000-59999,15 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,Natural Gas,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,North,,0.5,1.01,,,No,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Owner,Low,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",55104,41197.0003341092
